Software52,http://Vjl0TYQrkFwy2UA.com,-2586621639330308427,http://4taacla9qcdd.com,Research113,ClericalStaff12,SystemsStaff18,TechnicalReport15,Publication158,Director13
Software53,http://vFrrdI8FwD0t2M5.com,6827827271592417678,http://0OM8gK7.com,Research97,UnofficialPublication3,AdministrativeStaff19,Book10,Book17,AssistantProfessor24
Software54,http://m9PRwqQ.com,-378322863651626154,http://hToAXS6Ix.com,Research49,Faculty5,Person145,JournalArticle141,Manual76,UnofficialPublication27
Software55,http://bYOjU3B0YzTD.com,3658592878960999966,http://ZSBJaVCKz14YxVG.com,Research12,Research114,AssistantProfessor18,FullProfessor15,Article37,Book11
Software56,http://oB5CFisUv.com,-7026877519629492992,http://cvP0kHkpyZTY.com,Research199,TechnicalReport48,GraduateStudent62,Schedule9,TechnicalReport14,Institute2
Software57,http://ZrpOMZdU.com,-4073207724373295771,http://dUsFurd.com,Research59,JournalArticle80,AssistantProfessor20,TeachingAssistant20,Specification6,SystemsStaff8
Software58,http://Qp6vmhIGlFX2.com,-5497520844268517990,http://2zKxoe9ZWg0.com,Research192,Director1,Dean12,Publication110,ConferencePaper35,FullProfessor17
Software59,http://7dGEX0sY.com,-5123225428376727840,http://eyJbayrmXaTq.com,Research95,Faculty5,Chair1,UndergraduateStudent74,UnofficialPublication16,AssistantProfessor6
Software60,http://VtQH4p.com,5089445212280519381,http://APvlkEq7.com,Research111,UndergraduateStudent158,AssistantProfessor24,ClericalStaff11,Article14,Department1
Software61,http://YmqMRVBg9T.com,-4892170913293457405,http://pL4ZFgm7Xwn.com,Research90,Director5,AdministrativeStaff8,SystemsStaff22,Article42,AssistantProfessor12
Software62,http://iraHhnOPAQCNd2f.com,-4022062176518111080,http://f88PCpT4oe3E3.com,Research111,Program13,Student250,ResearchGroup12,Publication17,ResearchAssistant23
Software63,http://q0W7AWPS.com,4684726703347220089,http://TNIEyzNadpB7h2N.com,Research49,GraduateCourse13,AdministrativeStaff21,Department1,ConferencePaper165,Specification30
Software64,http://8vSLs.com,3726738739900654490,http://aQ2YmMM4y.com,Research113,Manual11,VisitingProfessor8,JournalArticle79,Article22,Research40
Software65,http://PB9iR.com,-1701143508004525499,http://OWDQO.com,Research87,ConferencePaper87,AssociateProfessor14,Specification24,Manual90,AssociateProfessor20
Software66,http://igWdhk7Nazq1.com,836008102022724939,http://tRQfF70.com,Research133,Article20,Chair14,Publication136,JournalArticle52,University1
Software67,http://tLYngww.com,8352706714087559233,http://1KbS6d0GRFMv1v.com,Research117,Schedule9,UndergraduateStudent49,Work38,Software81,GraduateStudent43
Software68,http://ehFNMmWRL6w.com,-1581780445735454698,http://Pvxi4C2nHc2W.com,Research69,Schedule19,Professor5,Research107,UnofficialPublication8,Program10
Software69,http://WjNhVjLDYsaNda.com,4460775806432664663,http://Gbl1NzJ0Njgtp.com,Research58,Student189,GraduateStudent280,Person149,UnofficialPublication36,Article20
Software70,http://eV1K9fTNa5VvgHJ.com,-1524930885345330220,http://ePdyIE5rOlrJL.com,Research29,University1,Dean1,Program2,Software60,Person474
Software71,http://SKbiV28ER4.com,-9125285872386391959,http://U2GdbboeqB.com,Research24,Student102,Professor4,Employee35,JournalArticle111,AdministrativeStaff15
Software72,http://bGoiQDbtkF.com,4393094842921144076,http://iau5dUtzZSdy.com,Research114,UndergraduateStudent85,Faculty13,Specification25,UnofficialPublication45,UndergraduateStudent116
Software73,http://tuZy0.com,-9027866081200580357,http://ItcxZWxN.com,Research95,ResearchAssistant52,TeachingAssistant8,GraduateCourse4,Publication151,University1
Software74,http://DOjheL5E2FoLRY.com,-1539724940970802296,http://PQ7zdqMbo222d.com,Research2,Lecturer38,UndergraduateStudent165,Publication150,UnofficialPublication4,TechnicalReport66
Software75,http://PMyXKd7x.com,6592100731620192484,http://c2e5ftKelBGrUy.com,Research48,Software66,ResearchAssistant46,College54,Specification15,PostDoc17
Software76,http://UQwgbG.com,-9183710108059147068,http://pY7mWAeXaXsEd.com,Research135,ResearchGroup2,PostDoc20,Program17,Article21,JournalArticle148
Software77,http://9OhBA.com,-1464245245128434975,http://EoBricisRD68yT2.com,Research46,University1,Lecturer75,PostDoc5,Article33,GraduateStudent220
Software78,http://3zAdTSOBFwJH5h.com,4902311993624634269,http://ZAJgdiIOaWlBy.com,Research66,UndergraduateStudent13,UndergraduateStudent20,VisitingProfessor7,ConferencePaper163,Institute2
Software79,http://ECq26n2lrn5.com,-8674045624052446481,http://d0PIH3n90J.com,Research54,FullProfessor22,AdministrativeStaff26,Department3,TechnicalReport5,Student187
Software80,http://pHq2yv0gugYQV.com,3308687763752869017,http://mCzDxiY.com,Research1,College92,GraduateStudent27,GraduateStudent68,UnofficialPublication41,Department5
Software81,http://xUnoaPrd.com,3434638373064699610,http://EBgpE.com,Research94,Work36,Student143,Work70,TechnicalReport42,PostDoc18
Software82,http://pK4Jc1c.com,3944002245128347329,http://iutW7Qq5zdR.com,Research126,Article23,Student496,ClericalStaff15,Software43,Specification21
Software83,http://3yG8zy2S7k5.com,-6550439997130688187,http://l3joRP.com,Research92,Program14,PostDoc25,Publication166,Manual67,Manual29
Software84,http://AVSCQarcozq.com,5125476326433506738,http://CBuq6s4NhK.com,Research88,UndergraduateStudent178,Person126,Schedule2,Software30,Course20
Software85,http://pD5r7jI90UTCu8.com,-3679758171570478782,http://CL2mumIaQQ15w.com,Research152,Person116,UndergraduateStudent184,Book12,Software46,AssociateProfessor19
Software86,http://R9Z01a40btZr8po.com,-2936551205068216476,http://5q5giM.com,Research120,UnofficialPublication36,UndergraduateStudent51,Research160,Specification29,ClericalStaff9
Software87,http://wT5aT.com,-5474096876930549418,http://B5a7KcyndmGu2n.com,Research3,Employee58,FullProfessor19,Article11,Software77,AssistantProfessor20
Software88,http://coF2CFsT.com,-7497214977137197868,http://YpvTWdYgxI.com,Research109,Department4,Director13,Department5,Manual85,Director8
Software89,http://3Dr8U.com,-4603792814646258972,http://5BMGjwUDnlQy7o.com,Research180,PostDoc17,GraduateStudent79,Work67,Specification14,ResearchAssistant27
Software90,http://4ndCIh9ZQJz7P.com,-5342488291580861033,http://cNziMGVtX0O7.com,Research39,Chair11,UndergraduateStudent163,ResearchAssistant49,Specification12,Work40
Software91,http://cVdOWFgQaU.com,2131227303423604861,http://wFxL8YCvbnK9w1.com,Research22,AdministrativeStaff8,Lecturer58,Employee79,Publication55,Institute14
Software92,http://g19vo17ZssNXi.com,-6965094907157836959,http://rJ34iIhbma.com,Research199,Book1,AssociateProfessor19,FullProfessor11,Software50,Software63
Software93,http://ymSRauvs.com,-527468149498604717,http://JqrLIBs.com,Research146,Dean8,AssociateProfessor7,Book21,ConferencePaper159,PostDoc19
Software94,http://kvten.com,-974453567848812759,http://kUuE7KO1.com,Research83,College16,FullProfessor14,ClericalStaff9,Manual42,VisitingProfessor9
Software95,http://TH8g1ZEhFLDstH.com,-3259784841654592907,http://j4J8fCa.com,Research120,UndergraduateStudent188,PostDoc17,TeachingAssistant21,JournalArticle166,University1
Software96,http://vDNZbqklu.com,2959422703015415770,http://RB4dPHkAdGfDm9Y.com,Research8,Institute19,GraduateStudent82,AssistantProfessor10,UnofficialPublication31,Professor19
Software97,http://eHy4KE7sua9eJH.com,7853051648535544945,http://UsQEfZKye5o.com,Research108,Article48,GraduateStudent65,TechnicalReport20,Software45,University1
Software98,http://ro4gPlEup.com,-2612622281859998611,http://d5cQq3d.com,Research124,Institute1,VisitingProfessor5,Institute16,Manual44,Director7
Software99,http://oK1Mh9F1.com,2890821190523946214,http://e9O46KvUFX0IIxN.com,Research12,SystemsStaff5,PostDoc7,PostDoc2,TechnicalReport26,Person430
Software100,http://l3XiREmI99od.com,3253546966219896039,http://dujt19wvgUa5ZFk.com,Research103,Lecturer38,ClericalStaff18,VisitingProfessor8,Specification10,Student232
